term,modality,gene,role,label,selected_count,models_evaluated,selection_frequency,positive_count,negative_count,direction_concordance,median_selected_coefficient,full_discovery_coefficient,stable,near_miss
expression__DUSP14,expression,DUSP14,genome_wide_candidate,DUSP14 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KRTAP13-2,expression,KRTAP13-2,genome_wide_candidate,KRTAP13-2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SMPD1,expression,SMPD1,genome_wide_candidate,SMPD1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SELENON,expression,SELENON,genome_wide_candidate,SELENON expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__AVPI1,expression,AVPI1,genome_wide_candidate,AVPI1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF365,expression,ZNF365,genome_wide_candidate,ZNF365 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SGCD,expression,SGCD,genome_wide_candidate,SGCD expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MGAT5B,expression,MGAT5B,genome_wide_candidate,MGAT5B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FRMD6,expression,FRMD6,genome_wide_candidate,FRMD6 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLC67A1,expression,SLC67A1,genome_wide_candidate,SLC67A1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RHBDF1,expression,RHBDF1,genome_wide_candidate,RHBDF1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LYPD1,expression,LYPD1,genome_wide_candidate,LYPD1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__C8orf58,expression,C8orf58,genome_wide_candidate,C8orf58 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KIF6,expression,KIF6,genome_wide_candidate,KIF6 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LHFPL2,expression,LHFPL2,genome_wide_candidate,LHFPL2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MTA1,expression,MTA1,genome_wide_candidate,MTA1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ABCB9,expression,ABCB9,genome_wide_candidate,ABCB9 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SASH1,expression,SASH1,genome_wide_candidate,SASH1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EPS8,expression,EPS8,genome_wide_candidate,EPS8 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__VAT1,expression,VAT1,genome_wide_candidate,VAT1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__OPHN1,expression,OPHN1,genome_wide_candidate,OPHN1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LAX1,expression,LAX1,genome_wide_candidate,LAX1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TBX2,expression,TBX2,genome_wide_candidate,TBX2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CARD19,expression,CARD19,genome_wide_candidate,CARD19 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PUS1,expression,PUS1,genome_wide_candidate,PUS1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EVA1A,expression,EVA1A,genome_wide_candidate,EVA1A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GSE1,expression,GSE1,genome_wide_candidate,GSE1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SPRY2,expression,SPRY2,genome_wide_candidate,SPRY2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PLSCR1,expression,PLSCR1,genome_wide_candidate,PLSCR1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TMEM14A,expression,TMEM14A,genome_wide_candidate,TMEM14A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RAB32,expression,RAB32,genome_wide_candidate,RAB32 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ATP1A1,expression,ATP1A1,genome_wide_candidate,ATP1A1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CNTNAP3C,expression,CNTNAP3C,genome_wide_candidate,CNTNAP3C expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MBNL2,expression,MBNL2,genome_wide_candidate,MBNL2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CRACR2B,expression,CRACR2B,genome_wide_candidate,CRACR2B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZFYVE16,expression,ZFYVE16,genome_wide_candidate,ZFYVE16 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLC6A15,expression,SLC6A15,genome_wide_candidate,SLC6A15 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BCAT2,expression,BCAT2,genome_wide_candidate,BCAT2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ENDOD1,expression,ENDOD1,genome_wide_candidate,ENDOD1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PYGB,expression,PYGB,genome_wide_candidate,PYGB expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BAMBI,expression,BAMBI,genome_wide_candidate,BAMBI expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LCE2A,expression,LCE2A,genome_wide_candidate,LCE2A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__B3GLCT,expression,B3GLCT,genome_wide_candidate,B3GLCT expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LRAT,expression,LRAT,genome_wide_candidate,LRAT expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SYNM,expression,SYNM,genome_wide_candidate,SYNM expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FOXP1,expression,FOXP1,genome_wide_candidate,FOXP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CCDC9B,expression,CCDC9B,genome_wide_candidate,CCDC9B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BEST1,expression,BEST1,genome_wide_candidate,BEST1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__STK32A,expression,STK32A,genome_wide_candidate,STK32A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DUSP3,expression,DUSP3,genome_wide_candidate,DUSP3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RHOC,expression,RHOC,genome_wide_candidate,RHOC expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__UCN2,expression,UCN2,genome_wide_candidate,UCN2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TRPM8,expression,TRPM8,genome_wide_candidate,TRPM8 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CCN3,expression,CCN3,genome_wide_candidate,CCN3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RHOH,expression,RHOH,genome_wide_candidate,RHOH expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BTD,expression,BTD,genome_wide_candidate,BTD expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ASB9,expression,ASB9,genome_wide_candidate,ASB9 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MRAS,expression,MRAS,genome_wide_candidate,MRAS expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NPC2,expression,NPC2,genome_wide_candidate,NPC2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__IGSF8,expression,IGSF8,genome_wide_candidate,IGSF8 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ITGAV,expression,ITGAV,genome_wide_candidate,ITGAV expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NBEAL2,expression,NBEAL2,genome_wide_candidate,NBEAL2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__OSTM1,expression,OSTM1,genome_wide_candidate,OSTM1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PDZD11,expression,PDZD11,genome_wide_candidate,PDZD11 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF697,expression,ZNF697,genome_wide_candidate,ZNF697 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LURAP1,expression,LURAP1,genome_wide_candidate,LURAP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DNMT3B,expression,DNMT3B,genome_wide_candidate,DNMT3B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CYGB,expression,CYGB,genome_wide_candidate,CYGB expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__AMOT,expression,AMOT,genome_wide_candidate,AMOT expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ADGRG1,expression,ADGRG1,genome_wide_candidate,ADGRG1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__UPF2,expression,UPF2,genome_wide_candidate,UPF2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TAX1BP1,expression,TAX1BP1,genome_wide_candidate,TAX1BP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TMEM51,expression,TMEM51,genome_wide_candidate,TMEM51 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CATSPER3,expression,CATSPER3,genome_wide_candidate,CATSPER3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NAGS,expression,NAGS,genome_wide_candidate,NAGS expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DCBLD2,expression,DCBLD2,genome_wide_candidate,DCBLD2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TNS3,expression,TNS3,genome_wide_candidate,TNS3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF202,expression,ZNF202,genome_wide_candidate,ZNF202 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CDK2AP1,expression,CDK2AP1,genome_wide_candidate,CDK2AP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CASQ2,expression,CASQ2,genome_wide_candidate,CASQ2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__C11orf24,expression,C11orf24,genome_wide_candidate,C11orf24 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__STXBP1,expression,STXBP1,genome_wide_candidate,STXBP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PCBP4,expression,PCBP4,genome_wide_candidate,PCBP4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__L1CAM,expression,L1CAM,genome_wide_candidate,L1CAM expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CYB5R3,expression,CYB5R3,genome_wide_candidate,CYB5R3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ATG16L2,expression,ATG16L2,genome_wide_candidate,ATG16L2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MGA,expression,MGA,genome_wide_candidate,MGA expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BRI3,expression,BRI3,genome_wide_candidate,BRI3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TCF3,expression,TCF3,genome_wide_candidate,TCF3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__C10orf90,expression,C10orf90,genome_wide_candidate,C10orf90 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PTK2B,expression,PTK2B,genome_wide_candidate,PTK2B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NFE2L2,expression,NFE2L2,genome_wide_candidate,NFE2L2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GRK2,expression,GRK2,genome_wide_candidate,GRK2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CX3CL1,expression,CX3CL1,genome_wide_candidate,CX3CL1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DSTN,expression,DSTN,genome_wide_candidate,DSTN expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DOCK7,expression,DOCK7,genome_wide_candidate,DOCK7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EMC7,expression,EMC7,genome_wide_candidate,EMC7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FMO4,expression,FMO4,genome_wide_candidate,FMO4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KIAA1549L,expression,KIAA1549L,genome_wide_candidate,KIAA1549L expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GRN,expression,GRN,genome_wide_candidate,GRN expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GPNMB,expression,GPNMB,genome_wide_candidate,GPNMB expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SCARF2,expression,SCARF2,genome_wide_candidate,SCARF2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MCOLN3,expression,MCOLN3,genome_wide_candidate,MCOLN3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PHLDA2,expression,PHLDA2,genome_wide_candidate,PHLDA2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__COQ10B,expression,COQ10B,genome_wide_candidate,COQ10B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__POPDC3,expression,POPDC3,genome_wide_candidate,POPDC3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RGR,expression,RGR,genome_wide_candidate,RGR expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FAM3C,expression,FAM3C,genome_wide_candidate,FAM3C expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NECTIN3,expression,NECTIN3,genome_wide_candidate,NECTIN3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SGK1,expression,SGK1,genome_wide_candidate,SGK1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EMP1,expression,EMP1,genome_wide_candidate,EMP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KCNAB1,expression,KCNAB1,genome_wide_candidate,KCNAB1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZBTB44,expression,ZBTB44,genome_wide_candidate,ZBTB44 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LINGO3,expression,LINGO3,genome_wide_candidate,LINGO3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SEMA5A,expression,SEMA5A,genome_wide_candidate,SEMA5A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NAF1,expression,NAF1,genome_wide_candidate,NAF1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ABCD1,expression,ABCD1,genome_wide_candidate,ABCD1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CDK5,expression,CDK5,genome_wide_candidate,CDK5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ICAM2,expression,ICAM2,genome_wide_candidate,ICAM2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EHMT1,expression,EHMT1,genome_wide_candidate,EHMT1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DUSP4,expression,DUSP4,genome_wide_candidate,DUSP4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ARPC1A,expression,ARPC1A,genome_wide_candidate,ARPC1A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NAGLU,expression,NAGLU,genome_wide_candidate,NAGLU expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TRIOBP,expression,TRIOBP,genome_wide_candidate,TRIOBP expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ITGA6,expression,ITGA6,genome_wide_candidate,ITGA6 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RTL8C,expression,RTL8C,genome_wide_candidate,RTL8C expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PSEN2,expression,PSEN2,genome_wide_candidate,PSEN2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MLPH,expression,MLPH,genome_wide_candidate,MLPH expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RNF145,expression,RNF145,genome_wide_candidate,RNF145 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CD276,expression,CD276,genome_wide_candidate,CD276 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FAM200B,expression,FAM200B,genome_wide_candidate,FAM200B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BCAP29,expression,BCAP29,genome_wide_candidate,BCAP29 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__POLR3E,expression,POLR3E,genome_wide_candidate,POLR3E expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__IFI6,expression,IFI6,genome_wide_candidate,IFI6 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__APOD,expression,APOD,genome_wide_candidate,APOD expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SYN3,expression,SYN3,genome_wide_candidate,SYN3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FBXO32,expression,FBXO32,genome_wide_candidate,FBXO32 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF48,expression,ZNF48,genome_wide_candidate,ZNF48 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CC2D2A,expression,CC2D2A,genome_wide_candidate,CC2D2A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FBXO7,expression,FBXO7,genome_wide_candidate,FBXO7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SYDE1,expression,SYDE1,genome_wide_candidate,SYDE1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SFRP1,expression,SFRP1,genome_wide_candidate,SFRP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__UPP1,expression,UPP1,genome_wide_candidate,UPP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NUP210,expression,NUP210,genome_wide_candidate,NUP210 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__WSB2,expression,WSB2,genome_wide_candidate,WSB2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SPRED1,expression,SPRED1,genome_wide_candidate,SPRED1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LIPA,expression,LIPA,genome_wide_candidate,LIPA expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FMNL1,expression,FMNL1,genome_wide_candidate,FMNL1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TBC1D10A,expression,TBC1D10A,genome_wide_candidate,TBC1D10A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__OR9G1,expression,OR9G1,genome_wide_candidate,OR9G1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ACTBL2,expression,ACTBL2,genome_wide_candidate,ACTBL2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MCAM,expression,MCAM,genome_wide_candidate,MCAM expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PLSCR4,expression,PLSCR4,genome_wide_candidate,PLSCR4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TACR2,expression,TACR2,genome_wide_candidate,TACR2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RTP4,expression,RTP4,genome_wide_candidate,RTP4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ODC1,expression,ODC1,genome_wide_candidate,ODC1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PLEKHA4,expression,PLEKHA4,genome_wide_candidate,PLEKHA4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TANC1,expression,TANC1,genome_wide_candidate,TANC1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MFAP3L,expression,MFAP3L,genome_wide_candidate,MFAP3L expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__MMP24OS,expression,MMP24OS,genome_wide_candidate,MMP24OS expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TBC1D16,expression,TBC1D16,genome_wide_candidate,TBC1D16 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PSD4,expression,PSD4,genome_wide_candidate,PSD4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RBM17,expression,RBM17,genome_wide_candidate,RBM17 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CAVIN3,expression,CAVIN3,genome_wide_candidate,CAVIN3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GASK1B,expression,GASK1B,genome_wide_candidate,GASK1B expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ITGA1,expression,ITGA1,genome_wide_candidate,ITGA1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__KLHL38,expression,KLHL38,genome_wide_candidate,KLHL38 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SGCA,expression,SGCA,genome_wide_candidate,SGCA expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__DLC1,expression,DLC1,genome_wide_candidate,DLC1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TUBB2A,expression,TUBB2A,genome_wide_candidate,TUBB2A expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__AGPAT1,expression,AGPAT1,genome_wide_candidate,AGPAT1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLC25A19,expression,SLC25A19,genome_wide_candidate,SLC25A19 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NAV2,expression,NAV2,genome_wide_candidate,NAV2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LZTS1,expression,LZTS1,genome_wide_candidate,LZTS1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BTBD16,expression,BTBD16,genome_wide_candidate,BTBD16 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SORBS1,expression,SORBS1,genome_wide_candidate,SORBS1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SLC38A1,expression,SLC38A1,genome_wide_candidate,SLC38A1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RCN2,expression,RCN2,genome_wide_candidate,RCN2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PKNOX2,expression,PKNOX2,genome_wide_candidate,PKNOX2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RELL1,expression,RELL1,genome_wide_candidate,RELL1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SPRY4,expression,SPRY4,genome_wide_candidate,SPRY4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__COA3,expression,COA3,genome_wide_candidate,COA3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__C22orf23,expression,C22orf23,genome_wide_candidate,C22orf23 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__IFNGR2,expression,IFNGR2,genome_wide_candidate,IFNGR2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BTBD19,expression,BTBD19,genome_wide_candidate,BTBD19 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RNASEK,expression,RNASEK,genome_wide_candidate,RNASEK expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ARNT2,expression,ARNT2,genome_wide_candidate,ARNT2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RNF13,expression,RNF13,genome_wide_candidate,RNF13 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GAS2L3,expression,GAS2L3,genome_wide_candidate,GAS2L3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__OAT,expression,OAT,genome_wide_candidate,OAT expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ETV5,expression,ETV5,genome_wide_candidate,ETV5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__NEDD4L,expression,NEDD4L,genome_wide_candidate,NEDD4L expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CADM4,expression,CADM4,genome_wide_candidate,CADM4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PACSIN2,expression,PACSIN2,genome_wide_candidate,PACSIN2 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__FBL,expression,FBL,genome_wide_candidate,FBL expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GJB1,expression,GJB1,genome_wide_candidate,GJB1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BCAT1,expression,BCAT1,genome_wide_candidate,BCAT1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CLIP4,expression,CLIP4,genome_wide_candidate,CLIP4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RPS25,expression,RPS25,genome_wide_candidate,RPS25 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__OSGIN1,expression,OSGIN1,genome_wide_candidate,OSGIN1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__GKAP1,expression,GKAP1,genome_wide_candidate,GKAP1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CLASRP,expression,CLASRP,genome_wide_candidate,CLASRP expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__LHFPL5,expression,LHFPL5,genome_wide_candidate,LHFPL5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__EGR3,expression,EGR3,genome_wide_candidate,EGR3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__HSH2D,expression,HSH2D,genome_wide_candidate,HSH2D expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__TRPV4,expression,TRPV4,genome_wide_candidate,TRPV4 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__RASSF8,expression,RASSF8,genome_wide_candidate,RASSF8 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__VHL,expression,VHL,genome_wide_candidate,VHL expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__BLNK,expression,BLNK,genome_wide_candidate,BLNK expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CLN5,expression,CLN5,genome_wide_candidate,CLN5 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CHST3,expression,CHST3,genome_wide_candidate,CHST3 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__PMEPA1,expression,PMEPA1,genome_wide_candidate,PMEPA1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__ZNF710,expression,ZNF710,genome_wide_candidate,ZNF710 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__CBR1,expression,CBR1,genome_wide_candidate,CBR1 expression,0,15,0,0,0,,0,0,FALSE,FALSE
expression__SNX7,expression,SNX7,genome_wide_candidate,SNX7 expression,0,15,0,0,0,,0,0,FALSE,FALSE
